"seqnames","start","end","width","strand","name","score","sgGroup","giID","names","cluster","hierarchical_order","ProximalPeaks","GR_overlap_names","name.1","score.1","SYMBOL","distanceToTSS"
"chr2",213679257,213683257,4001,"+","chr2:213679327-213683188",0,"ZBTB1Peaks.bed","giID23","chr2:213679327-213683188","1",164,1,"ProximalPeaks","chr2:213679827-213681117",0,"IKZF2",333801
"chr2",217932268,217936268,4001,"+","chr2:217933442-217935095",0,"ZBTB1Peaks.bed","giID28","chr2:217933442-217935095","1",99,0,"no_overlap",NA,NA,"TNP1",-209481
"chr2",217932268,217936268,4001,"+","chr2:217933442-217935095",0,"ZBTB1Peaks.bed","giID28","chr2:217933442-217935095","1",99,0,"no_overlap",NA,NA,"TNS1",874583
"chr2",219260431,219264431,4001,"+","chr2:219259601-219265261",0,"ZBTB1Peaks.bed","giID44","chr2:219259601-219265261","1",111,0,"no_overlap",NA,NA,"CTDSP1",-2047
"chr2",219755837,219759837,4001,"+","chr2:219756919-219758755",0,"ZBTB1Peaks.bed","giID3","chr2:219756919-219758755","1",249,0,"no_overlap",NA,NA,"CDK5R2",-66540
"chr2",219755837,219759837,4001,"+","chr2:219756919-219758755",0,"ZBTB1Peaks.bed","giID3","chr2:219756919-219758755","1",249,0,"no_overlap",NA,NA,"WNT10A",12752
"chr2",228461730,228465730,4001,"+","chr2:228463203-228464258",0,"ZBTB1Peaks.bed","giID47","chr2:228463203-228464258","1",190,0,"no_overlap",NA,NA,"C2orf83",34158
"chr2",228461730,228465730,4001,"+","chr2:228463203-228464258",0,"ZBTB1Peaks.bed","giID47","chr2:228463203-228464258","1",190,0,"no_overlap",NA,NA,"AGFG1",126862
"chr2",233349593,233353593,4001,"+","chr2:233349829-233353358",0,"ZBTB1Peaks.bed","giID4","chr2:233349829-233353358","1",103,0,"no_overlap",NA,NA,"ECEL1",945
"chr2",242906748,242910748,4001,"+","chr2:242907972-242909525",0,"ZBTB1Peaks.bed","giID6","chr2:242907972-242909525","1",281,1,"ProximalPeaks","chr2:242907756-242909029",0,"CXXC11",96867
"chr3",3166879,3170879,4001,"+","chr3:3167708-3170051",0,"ZBTB1Peaks.bed","giID272","chr3:3167708-3170051","1",91,0,"no_overlap",NA,NA,"TRNT1",279
"chr3",4908373,4912373,4001,"+","chr3:4909325-4911422",0,"ZBTB1Peaks.bed","giID252","chr3:4909325-4911422","1",367,0,"no_overlap",NA,NA,"BHLHE40",-110428
"chr3",4908373,4912373,4001,"+","chr3:4909325-4911422",0,"ZBTB1Peaks.bed","giID252","chr3:4909325-4911422","1",367,0,"no_overlap",NA,NA,"ITPR1",375341
"chr3",10914245,10918245,4001,"+","chr3:10914245-10918245",0,"ZBTB1Peaks.bed","giID274","chr3:10914245-10918245","1",196,0,"no_overlap",NA,NA,"SLC6A1",-118165
"chr3",10914245,10918245,4001,"+","chr3:10914245-10918245",0,"ZBTB1Peaks.bed","giID274","chr3:10914245-10918245","1",196,0,"no_overlap",NA,NA,"SLC6A11",58360
"chr3",15138296,15142296,4001,"+","chr3:15139008-15141584",0,"ZBTB1Peaks.bed","giID249","chr3:15139008-15141584","1",300,0,"no_overlap",NA,NA,"ZFYVE20",359
"chr3",15688552,15692552,4001,"+","chr3:15688423-15692681",0,"ZBTB1Peaks.bed","giID253","chr3:15688423-15692681","1",120,0,"no_overlap",NA,NA,"HACL1",-47214
"chr3",15688552,15692552,4001,"+","chr3:15688423-15692681",0,"ZBTB1Peaks.bed","giID253","chr3:15688423-15692681","1",120,0,"no_overlap",NA,NA,"ANKRD28",210726
"chr3",23800868,23804868,4001,"+","chr3:23801681-23804056",0,"ZBTB1Peaks.bed","giID246","chr3:23801681-23804056","1",507,0,"no_overlap",NA,NA,"UBE2E1",-44526
"chr3",23800868,23804868,4001,"+","chr3:23801681-23804056",0,"ZBTB1Peaks.bed","giID246","chr3:23801681-23804056","1",507,0,"no_overlap",NA,NA,"UBE2E2",558084
"chr3",27995248,27999248,4001,"+","chr3:27996487-27998009",0,"ZBTB1Peaks.bed","giID273","chr3:27996487-27998009","1",410,0,"no_overlap",NA,NA,"CMC1",-285838
"chr3",27995248,27999248,4001,"+","chr3:27996487-27998009",0,"ZBTB1Peaks.bed","giID273","chr3:27996487-27998009","1",410,0,"no_overlap",NA,NA,"EOMES",-233259
"chr3",35336318,35340318,4001,"+","chr3:35337388-35339249",0,"ZBTB1Peaks.bed","giID276","chr3:35337388-35339249","2",552,1,"ProximalPeaks","chr3:35336641-35341318",0,"ARPP21",-343560
"chr3",38413373,38417373,4001,"+","chr3:38414093-38416653",0,"ZBTB1Peaks.bed","giID256","chr3:38414093-38416653","1",315,0,"no_overlap",NA,NA,"ACVR2B",-79969
"chr3",38413373,38417373,4001,"+","chr3:38414093-38416653",0,"ZBTB1Peaks.bed","giID256","chr3:38414093-38416653","1",315,0,"no_overlap",NA,NA,"XYLB",27103
"chr3",41641727,41645727,4001,"+","chr3:41642934-41644520",0,"ZBTB1Peaks.bed","giID260","chr3:41642934-41644520","1",224,0,"no_overlap",NA,NA,"ULK4",360195
"chr3",41641727,41645727,4001,"+","chr3:41642934-41644520",0,"ZBTB1Peaks.bed","giID260","chr3:41642934-41644520","1",224,0,"no_overlap",NA,NA,"CTNNB1",402797
"chr3",48697102,48701102,4001,"+","chr3:48698193-48700012",0,"ZBTB1Peaks.bed","giID254","chr3:48698193-48700012","1",64,0,"no_overlap",NA,NA,"SLC26A6",-26228
"chr3",48697102,48701102,4001,"+","chr3:48698193-48700012",0,"ZBTB1Peaks.bed","giID254","chr3:48698193-48700012","1",64,0,"no_overlap",NA,NA,"CELSR3",1246
"chr3",49975786,49979786,4001,"+","chr3:49976834-49978738",0,"ZBTB1Peaks.bed","giID250","chr3:49976834-49978738","1",366,0,"no_overlap",NA,NA,"RBM6",320
"chr3",56158790,56162790,4001,"+","chr3:56159941-56161639",0,"ZBTB1Peaks.bed","giID265","chr3:56159941-56161639","1",184,0,"no_overlap",NA,NA,"WNT5A",-636817
"chr3",56158790,56162790,4001,"+","chr3:56159941-56161639",0,"ZBTB1Peaks.bed","giID265","chr3:56159941-56161639","1",184,0,"no_overlap",NA,NA,"ERC2",341601
"chr3",70258784,70262784,4001,"+","chr3:70259505-70262064",0,"ZBTB1Peaks.bed","giID263","chr3:70259505-70262064","1",140,0,"no_overlap",NA,NA,"MITF",472198
"chr3",70258784,70262784,4001,"+","chr3:70259505-70262064",0,"ZBTB1Peaks.bed","giID263","chr3:70259505-70262064","1",140,0,"no_overlap",NA,NA,"FOXP1",919204
"chr3",84747606,84751606,4001,"+","chr3:84748876-84750336",0,"ZBTB1Peaks.bed","giID277","chr3:84748876-84750336","1",231,0,"no_overlap",NA,NA,NA,NA
"chr3",90209721,90213721,4001,"+","chr3:90211057-90212385",0,"ZBTB1Peaks.bed","giID279","chr3:90211057-90212385","1",216,0,"no_overlap",NA,NA,NA,NA
"chr3",103439854,103443854,4001,"+","chr3:103441305-103442403",0,"ZBTB1Peaks.bed","giID278","chr3:103441305-103442403","1",138,0,"no_overlap",NA,NA,NA,NA
"chr3",117850174,117854174,4001,"+","chr3:117851443-117852905",0,"ZBTB1Peaks.bed","giID258","chr3:117851443-117852905","1",176,0,"no_overlap",NA,NA,"IGSF11",901561
"chr3",119011469,119015469,4001,"+","chr3:119012073-119014866",0,"ZBTB1Peaks.bed","giID247","chr3:119012073-119014866","1",272,0,"no_overlap",NA,NA,"ARHGAP31",249
"chr3",124552400,124556400,4001,"+","chr3:124553417-124555384",0,"ZBTB1Peaks.bed","giID259","chr3:124553417-124555384","1",330,0,"no_overlap",NA,NA,"ITGB5",51744
"chr3",124552400,124556400,4001,"+","chr3:124553417-124555384",0,"ZBTB1Peaks.bed","giID259","chr3:124553417-124555384","1",330,0,"no_overlap",NA,NA,"UMPS",105187
"chr3",124858959,124862959,4001,"+","chr3:124859508-124862411",0,"ZBTB1Peaks.bed","giID266","chr3:124859508-124862411","1",437,1,"ProximalPeaks","chr3:124859946-124860947",0,"HEG1",-86157
"chr3",124858959,124862959,4001,"+","chr3:124859508-124862411",0,"ZBTB1Peaks.bed","giID266","chr3:124859508-124862411","1",437,1,"ProximalPeaks","chr3:124859946-124860947",0,"SLC12A8",69284
"chr3",128391797,128395797,4001,"+","chr3:128392791-128394804",0,"ZBTB1Peaks.bed","giID244","chr3:128392791-128394804","1",386,1,"ProximalPeaks","chr3:128393107-128394218",0,"RAB7A",-51168
"chr3",128391797,128395797,4001,"+","chr3:128392791-128394804",0,"ZBTB1Peaks.bed","giID244","chr3:128392791-128394804","1",386,1,"ProximalPeaks","chr3:128393107-128394218",0,"RPN1",-24105
"chr3",129310811,129314811,4001,"+","chr3:129311685-129313937",0,"ZBTB1Peaks.bed","giID240","chr3:129311685-129313937","1",285,1,"ProximalPeaks","chr3:129312561-129313562",0,"PLXND1",12850
"chr3",129310811,129314811,4001,"+","chr3:129311685-129313937",0,"ZBTB1Peaks.bed","giID240","chr3:129311685-129313937","1",285,1,"ProximalPeaks","chr3:129312561-129313562",0,"H1FOO",50754
"chr3",137767786,137771786,4001,"+","chr3:137768882-137770691",0,"ZBTB1Peaks.bed","giID248","chr3:137768882-137770691","1",59,0,"no_overlap",NA,NA,"CLDN18",40944
"chr3",137767786,137771786,4001,"+","chr3:137768882-137770691",0,"ZBTB1Peaks.bed","giID248","chr3:137768882-137770691","1",59,0,"no_overlap",NA,NA,"DZIP1L",64665
"chr3",138551429,138555429,4001,"+","chr3:138552045-138554814",0,"ZBTB1Peaks.bed","giID241","chr3:138552045-138554814","1",85,1,"ProximalPeaks","chr3:138552200-138553454",0,"PIK3CB",165
"chr3",141812693,141816693,4001,"+","chr3:141813548-141815838",0,"ZBTB1Peaks.bed","giID242","chr3:141813548-141815838","1",495,1,"ProximalPeaks","chr3:141814239-141815493",0,"TFDP2",53670
"chr3",141812693,141816693,4001,"+","chr3:141813548-141815838",0,"ZBTB1Peaks.bed","giID242","chr3:141813548-141815838","1",495,1,"ProximalPeaks","chr3:141814239-141815493",0,"ATP1B3",219237
"chr3",150124848,150128848,4001,"+","chr3:150125060-150128636",0,"ZBTB1Peaks.bed","giID245","chr3:150125060-150128636","1",471,0,"no_overlap",NA,NA,"TSC22D2",726
"chr3",156533007,156537007,4001,"+","chr3:156534360-156535654",0,"ZBTB1Peaks.bed","giID269","chr3:156534360-156535654","1",277,0,"no_overlap",NA,NA,"TIPARP",142373
"chr3",156533007,156537007,4001,"+","chr3:156534360-156535654",0,"ZBTB1Peaks.bed","giID269","chr3:156534360-156535654","1",277,0,"no_overlap",NA,NA,"CCNL1",342995
"chr3",165214823,165218823,4001,"+","chr3:165215938-165217708",0,"ZBTB1Peaks.bed","giID270","chr3:165215938-165217708","1",215,0,"no_overlap",NA,NA,"SLITRK3",-303033
"chr3",165214823,165218823,4001,"+","chr3:165215938-165217708",0,"ZBTB1Peaks.bed","giID270","chr3:165215938-165217708","1",215,0,"no_overlap",NA,NA,"BCHE",338437
"chr3",169188154,169192154,4001,"+","chr3:169189217-169191091",0,"ZBTB1Peaks.bed","giID255","chr3:169189217-169191091","1",149,0,"no_overlap",NA,NA,"MECOM",-326061
"chr3",169188154,169192154,4001,"+","chr3:169189217-169191091",0,"ZBTB1Peaks.bed","giID255","chr3:169189217-169191091","1",149,0,"no_overlap",NA,NA,"ACTRT3",297529
"chr3",170073420,170077420,4001,"+","chr3:170073969-170076872",0,"ZBTB1Peaks.bed","giID267","chr3:170073969-170076872","1",48,0,"no_overlap",NA,NA,"SKIL",-1991
"chr3",171823268,171827268,4001,"+","chr3:171824084-171826452",0,"ZBTB1Peaks.bed","giID275","chr3:171824084-171826452","1",379,0,"no_overlap",NA,NA,"FNDC3B",66924
"chr3",171823268,171827268,4001,"+","chr3:171824084-171826452",0,"ZBTB1Peaks.bed","giID275","chr3:171824084-171826452","1",379,0,"no_overlap",NA,NA,"GHSR",340978
"chr3",172308082,172312082,4001,"+","chr3:172309166-172310998",0,"ZBTB1Peaks.bed","giID268","chr3:172309166-172310998","1",183,0,"no_overlap",NA,NA,"TNFSF10",-68785
"chr3",172308082,172312082,4001,"+","chr3:172309166-172310998",0,"ZBTB1Peaks.bed","giID268","chr3:172309166-172310998","1",183,0,"no_overlap",NA,NA,"NCEH1",118926
"chr3",178787568,178791568,4001,"+","chr3:178788478-178790658",0,"ZBTB1Peaks.bed","giID261","chr3:178788478-178790658","1",290,0,"no_overlap",NA,NA,"ZMAT3",499
"chr3",193851582,193855582,4001,"+","chr3:193851191-193855973",0,"ZBTB1Peaks.bed","giID264","chr3:193851191-193855973","1",268,1,"ProximalPeaks","chr3:193852371-193853958",0,"HES1",-352
"chr3",194116050,194120050,4001,"+","chr3:194116520-194119581",0,"ZBTB1Peaks.bed","giID243","chr3:194116520-194119581","1",365,1,"ProximalPeaks","chr3:194117598-194118599",0,"LRRC15",-33951
"chr3",194116050,194120050,4001,"+","chr3:194116520-194119581",0,"ZBTB1Peaks.bed","giID243","chr3:194116520-194119581","1",365,1,"ProximalPeaks","chr3:194117598-194118599",0,"GP5",1033
"chr3",195496167,195500167,4001,"+","chr3:195497388-195498946",0,"ZBTB1Peaks.bed","giID251","chr3:195497388-195498946","1",335,0,"no_overlap",NA,NA,"MUC4",40981
"chr3",195496167,195500167,4001,"+","chr3:195497388-195498946",0,"ZBTB1Peaks.bed","giID251","chr3:195497388-195498946","1",335,0,"no_overlap",NA,NA,"MUC20",50414
"chr3",195971917,195975917,4001,"+","chr3:195973009-195974825",0,"ZBTB1Peaks.bed","giID257","chr3:195973009-195974825","1",13,1,"ProximalPeaks","chr3:195973475-195974488",0,"SLC51A",30542
"chr3",195971917,195975917,4001,"+","chr3:195973009-195974825",0,"ZBTB1Peaks.bed","giID257","chr3:195973009-195974825","1",13,1,"ProximalPeaks","chr3:195973475-195974488",0,"PCYT1A",40667
"chr3",196356537,196360537,4001,"+","chr3:196356456-196360619",0,"ZBTB1Peaks.bed","giID262","chr3:196356456-196360619","1",295,1,"ProximalPeaks","chr3:196358667-196360056",0,"NRROS",-8020
"chr3",196356537,196360537,4001,"+","chr3:196356456-196360619",0,"ZBTB1Peaks.bed","giID262","chr3:196356456-196360619","1",295,1,"ProximalPeaks","chr3:196358667-196360056",0,"FBXO45",62978
"chr3",196437189,196441189,4001,"+","chr3:196437957-196440421",0,"ZBTB1Peaks.bed","giID271","chr3:196437957-196440421","1",250,1,"ProximalPeaks","chr3:196437308-196438605",0,"PIGX",-93
"chr3",196437189,196441189,4001,"+","chr3:196437957-196440421",0,"ZBTB1Peaks.bed","giID271","chr3:196437957-196440421","1",250,1,"ProximalPeaks","chr3:196437308-196438605",0,"CEP19",-25
"chr4",784896,788896,4001,"+","chr4:786006-787786",0,"ZBTB1Peaks.bed","giID423","chr4:786006-787786","1",185,0,"no_overlap",NA,NA,"CPLX1",33090
"chr4",784896,788896,4001,"+","chr4:786006-787786",0,"ZBTB1Peaks.bed","giID423","chr4:786006-787786","1",185,0,"no_overlap",NA,NA,"PCGF3",87342
"chr4",1240714,1244714,4001,"+","chr4:1241135-1244294",0,"ZBTB1Peaks.bed","giID436","chr4:1241135-1244294","1",72,0,"no_overlap",NA,NA,"CTBP1",211
"chr4",8185225,8189225,4001,"+","chr4:8186721-8187730",0,"ZBTB1Peaks.bed","giID440","chr4:8186721-8187730","1",156,0,"no_overlap",NA,NA,"ABLIM2",-26789
"chr4",8185225,8189225,4001,"+","chr4:8186721-8187730",0,"ZBTB1Peaks.bed","giID440","chr4:8186721-8187730","1",156,0,"no_overlap",NA,NA,"SH3TC1",-13869
"chr4",10787331,10791331,4001,"+","chr4:10788661-10790001",0,"ZBTB1Peaks.bed","giID449","chr4:10788661-10790001","1",127,0,"no_overlap",NA,NA,"CLNK",-102842
"chr4",10787331,10791331,4001,"+","chr4:10788661-10790001",0,"ZBTB1Peaks.bed","giID449","chr4:10788661-10790001","1",127,0,"no_overlap",NA,NA,"HS3ST1",642058
"chr4",15002977,15006977,4001,"+","chr4:15003026-15006929",0,"ZBTB1Peaks.bed","giID419","chr4:15003026-15006929","1",461,0,"no_overlap",NA,NA,"CPEB2",679
"chr4",25088349,25092349,4001,"+","chr4:25089565-25091133",0,"ZBTB1Peaks.bed","giID433","chr4:25089565-25091133","1",500,0,"no_overlap",NA,NA,"LGI2",-57848
"chr4",25088349,25092349,4001,"+","chr4:25089565-25091133",0,"ZBTB1Peaks.bed","giID433","chr4:25089565-25091133","1",500,0,"no_overlap",NA,NA,"SEPSECS",71715
"chr4",58203817,58207817,4001,"+","chr4:58204450-58207184",0,"ZBTB1Peaks.bed","giID443","chr4:58204450-58207184","1",141,0,"no_overlap",NA,NA,"IGFBP7",-229266
"chr4",59697490,59701490,4001,"+","chr4:59698864-59700116",0,"ZBTB1Peaks.bed","giID438","chr4:59698864-59700116","1",220,0,"no_overlap",NA,NA,NA,NA
"chr4",67063274,67067274,4001,"+","chr4:67064509-67066039",0,"ZBTB1Peaks.bed","giID437","chr4:67064509-67066039","1",209,0,"no_overlap",NA,NA,"EPHA5",-529213
"chr4",74500623,74504623,4001,"+","chr4:74501971-74503275",0,"ZBTB1Peaks.bed","giID432","chr4:74501971-74503275","1",193,0,"no_overlap",NA,NA,"IL8",-103600
"chr4",74500623,74504623,4001,"+","chr4:74501971-74503275",0,"ZBTB1Peaks.bed","giID432","chr4:74501971-74503275","1",193,0,"no_overlap",NA,NA,"RASSF6",-16275
"chr4",89376453,89380453,4001,"+","chr4:89377462-89379444",0,"ZBTB1Peaks.bed","giID428","chr4:89377462-89379444","1",124,0,"no_overlap",NA,NA,"HERC5",185
"chr4",109088924,109092924,4001,"+","chr4:109086852-109094997",0,"ZBTB1Peaks.bed","giID442","chr4:109086852-109094997","1",408,1,"ProximalPeaks","chr4:109087511-109089254",0,"LEF1",-1346
"chr4",109788035,109792035,4001,"+","chr4:109789132-109790939",0,"ZBTB1Peaks.bed","giID447","chr4:109789132-109790939","1",146,0,"no_overlap",NA,NA,"ETNPPL",-105826
"chr4",109788035,109792035,4001,"+","chr4:109789132-109790939",0,"ZBTB1Peaks.bed","giID447","chr4:109789132-109790939","1",146,0,"no_overlap",NA,NA,"COL25A1",433764
"chr4",128701787,128705787,4001,"+","chr4:128702405-128705170",0,"ZBTB1Peaks.bed","giID422","chr4:128702405-128705170","1",92,0,"no_overlap",NA,NA,"HSPA4L",492
"chr4",128980997,128984997,4001,"+","chr4:128981582-128984413",0,"ZBTB1Peaks.bed","giID425","chr4:128981582-128984413","1",61,0,"no_overlap",NA,NA,"LARP1B",574
"chr4",132516063,132520063,4001,"+","chr4:132516935-132519192",0,"ZBTB1Peaks.bed","giID444","chr4:132516935-132519192","1",162,0,"no_overlap",NA,NA,NA,NA
"chr4",140003130,140007130,4001,"+","chr4:140003686-140006575",0,"ZBTB1Peaks.bed","giID430","chr4:140003686-140006575","1",468,0,"no_overlap",NA,NA,"CCRN4L",68187
"chr4",140003130,140007130,4001,"+","chr4:140003686-140006575",0,"ZBTB1Peaks.bed","giID430","chr4:140003686-140006575","1",468,0,"no_overlap",NA,NA,"ELF2",93242
"chr4",140096571,140100571,4001,"+","chr4:140097024-140100119",0,"ZBTB1Peaks.bed","giID439","chr4:140097024-140100119","1",369,0,"no_overlap",NA,NA,"ELF2",-199
"chr4",150362675,150366675,4001,"+","chr4:150363711-150365640",0,"ZBTB1Peaks.bed","giID421","chr4:150363711-150365640","1",152,0,"no_overlap",NA,NA,"DCLK2",-635505
"chr4",151724531,151728531,4001,"+","chr4:151725444-151727619",0,"ZBTB1Peaks.bed","giID426","chr4:151725444-151727619","1",155,0,"no_overlap",NA,NA,"LRBA",210118
"chr4",151724531,151728531,4001,"+","chr4:151725444-151727619",0,"ZBTB1Peaks.bed","giID426","chr4:151725444-151727619","1",155,0,"no_overlap",NA,NA,"MAB21L2",223454
"chr4",154407666,154411666,4001,"+","chr4:154408628-154410704",0,"ZBTB1Peaks.bed","giID429","chr4:154408628-154410704","1",74,0,"no_overlap",NA,NA,"TLR2",-212986
"chr4",154407666,154411666,4001,"+","chr4:154408628-154410704",0,"ZBTB1Peaks.bed","giID429","chr4:154408628-154410704","1",74,0,"no_overlap",NA,NA,"KIAA0922",22165
"chr4",157921332,157925332,4001,"+","chr4:157922687-157923977",0,"ZBTB1Peaks.bed","giID448","chr4:157922687-157923977","1",207,0,"no_overlap",NA,NA,"GLRB",-73877
"chr4",157921332,157925332,4001,"+","chr4:157922687-157923977",0,"ZBTB1Peaks.bed","giID448","chr4:157922687-157923977","1",207,0,"no_overlap",NA,NA,"PDGFC",-30786
"chr4",160668400,160672400,4001,"+","chr4:160669646-160671154",0,"ZBTB1Peaks.bed","giID445","chr4:160669646-160671154","1",153,0,"no_overlap",NA,NA,"RAPGEF2",481511
"chr4",182775286,182779286,4001,"+","chr4:182776354-182778218",0,"ZBTB1Peaks.bed","giID435","chr4:182776354-182778218","1",387,0,"no_overlap",NA,NA,"TENM3",-387296
"chr4",184326842,184330842,4001,"+","chr4:184327844-184329841",0,"ZBTB1Peaks.bed","giID434","chr4:184327844-184329841","1",230,0,"no_overlap",NA,NA,"CLDN24",-85263
"chr4",184326842,184330842,4001,"+","chr4:184327844-184329841",0,"ZBTB1Peaks.bed","giID434","chr4:184327844-184329841","1",230,0,"no_overlap",NA,NA,"CDKN2AIP",-36902
"chr4",185139247,185143247,4001,"+","chr4:185140323-185142172",0,"ZBTB1Peaks.bed","giID446","chr4:185140323-185142172","1",166,0,"no_overlap",NA,NA,"ENPP6",-2133
"chr4",185478727,185482727,4001,"+","chr4:185479839-185481616",0,"ZBTB1Peaks.bed","giID427","chr4:185479839-185481616","1",392,0,"no_overlap",NA,NA,"IRF2",-84993
"chr4",185478727,185482727,4001,"+","chr4:185479839-185481616",0,"ZBTB1Peaks.bed","giID427","chr4:185479839-185481616","1",392,0,"no_overlap",NA,NA,"CASP3",89902
"chr4",187664873,187668873,4001,"+","chr4:187665880-187667866",0,"ZBTB1Peaks.bed","giID418","chr4:187665880-187667866","1",424,0,"no_overlap",NA,NA,"FAT1",-21864
"chr5",48472,52472,4001,"+","chr5:49569-51376",0,"ZBTB1Peaks.bed","giID106","chr5:49569-51376","1",77,0,"no_overlap",NA,NA,"PLEKHG4B",-89901
"chr5",854880,858880,4001,"+","chr5:855860-857901",0,"ZBTB1Peaks.bed","giID96","chr5:855860-857901","1",262,0,"no_overlap",NA,NA,"TRIP13",-35878
"chr5",854880,858880,4001,"+","chr5:855860-857901",0,"ZBTB1Peaks.bed","giID96","chr5:855860-857901","1",262,0,"no_overlap",NA,NA,"ZDHHC11",-5779
"chr5",880765,884765,4001,"+","chr5:881483-884047",0,"ZBTB1Peaks.bed","giID93","chr5:881483-884047","1",482,1,"ProximalPeaks","chr5:881497-883227",0,"ZDHHC11",-31664
"chr5",880765,884765,4001,"+","chr5:881483-884047",0,"ZBTB1Peaks.bed","giID93","chr5:881483-884047","1",482,1,"ProximalPeaks","chr5:881497-883227",0,"TRIP13",-9993
"chr5",956292,960292,4001,"+","chr5:956605-959979",0,"ZBTB1Peaks.bed","giID113","chr5:956605-959979","1",347,1,"ProximalPeaks","chr5:958133-959596",0,"BRD9",-65353
"chr5",956292,960292,4001,"+","chr5:956605-959979",0,"ZBTB1Peaks.bed","giID113","chr5:956605-959979","1",347,1,"ProximalPeaks","chr5:958133-959596",0,"NKD2",-50652
"chr5",962428,966428,4001,"+","chr5:962111-966745",0,"ZBTB1Peaks.bed","giID94","chr5:962111-966745","1",35,1,"ProximalPeaks","chr5:963182-965168",0,"BRD9",-71489
"chr5",962428,966428,4001,"+","chr5:962111-966745",0,"ZBTB1Peaks.bed","giID94","chr5:962111-966745","1",35,1,"ProximalPeaks","chr5:963182-965168",0,"NKD2",-44516
"chr5",1313677,1317677,4001,"+","chr5:1311966-1319389",0,"ZBTB1Peaks.bed","giID108","chr5:1311966-1319389","1",270,1,"ProximalPeaks","chr5:1312108-1317500",0,"TERT",-20515
"chr5",1313677,1317677,4001,"+","chr5:1311966-1319389",0,"ZBTB1Peaks.bed","giID108","chr5:1311966-1319389","1",270,1,"ProximalPeaks","chr5:1312108-1317500",0,"CLPTM1L",29537
"chr5",1343140,1347140,4001,"+","chr5:1344030-1346250",0,"ZBTB1Peaks.bed","giID109","chr5:1344030-1346250","1",96,0,"no_overlap",NA,NA,"CLPTM1L",74
"chr5",8048451,8052451,4001,"+","chr5:8049554-8051349",0,"ZBTB1Peaks.bed","giID119","chr5:8049554-8051349","1",227,0,"no_overlap",NA,NA,"MTRR",181234
"chr5",9351757,9355757,4001,"+","chr5:9351779-9355735",0,"ZBTB1Peaks.bed","giID105","chr5:9351779-9355735","1",167,0,"no_overlap",NA,NA,"SEMA5A",192430
"chr5",14401449,14405449,4001,"+","chr5:14402211-14404688",0,"ZBTB1Peaks.bed","giID99","chr5:14402211-14404688","1",123,0,"no_overlap",NA,NA,"FAM105B",-261408
"chr5",14401449,14405449,4001,"+","chr5:14402211-14404688",0,"ZBTB1Peaks.bed","giID99","chr5:14402211-14404688","1",123,0,"no_overlap",NA,NA,"TRIO",259638
"chr5",32310915,32314915,4001,"+","chr5:32311843-32313987",0,"ZBTB1Peaks.bed","giID112","chr5:32311843-32313987","1",264,0,"no_overlap",NA,NA,"MTMR12",200
"chr5",35952301,35956301,4001,"+","chr5:35953374-35955228",0,"ZBTB1Peaks.bed","giID104","chr5:35953374-35955228","1",509,0,"no_overlap",NA,NA,"CAPSL",-15420
"chr5",35952301,35956301,4001,"+","chr5:35953374-35955228",0,"ZBTB1Peaks.bed","giID104","chr5:35953374-35955228","1",509,0,"no_overlap",NA,NA,"UGT3A1",37399
"chr5",43038852,43042852,4001,"+","chr5:43037656-43044048",0,"ZBTB1Peaks.bed","giID101","chr5:43037656-43044048","1",463,1,"ProximalPeaks","chr5:43040052-43043835",0,"SEPP1",-228671
"chr5",43038852,43042852,4001,"+","chr5:43037656-43044048",0,"ZBTB1Peaks.bed","giID101","chr5:43037656-43044048","1",463,1,"ProximalPeaks","chr5:43040052-43043835",0,"ANXA2R",2420
"chr5",65219724,65223724,4001,"+","chr5:65220066-65223383",0,"ZBTB1Peaks.bed","giID103","chr5:65220066-65223383","1",293,1,"ProximalPeaks","chr5:65223344-65224345",0,"ERBB2IP",-877
"chr5",77446089,77450089,4001,"+","chr5:77447393-77448786",0,"ZBTB1Peaks.bed","giID117","chr5:77447393-77448786","1",182,0,"no_overlap",NA,NA,"TBCA",-375904
"chr5",77446089,77450089,4001,"+","chr5:77447393-77448786",0,"ZBTB1Peaks.bed","giID117","chr5:77447393-77448786","1",182,0,"no_overlap",NA,NA,"AP3B1",142490
"chr5",86561913,86565913,4001,"+","chr5:86562621-86565206",0,"ZBTB1Peaks.bed","giID95","chr5:86562621-86565206","1",498,0,"no_overlap",NA,NA,"RASA1",208
"chr5",96269126,96273126,4001,"+","chr5:96269476-96272776",0,"ZBTB1Peaks.bed","giID97","chr5:96269476-96272776","1",58,0,"no_overlap",NA,NA,"LNPEP",-42
"chr5",102322443,102326443,4001,"+","chr5:102323763-102325124",0,"ZBTB1Peaks.bed","giID118","chr5:102323763-102325124","1",148,0,"no_overlap",NA,NA,"PAM",122729
"chr5",102322443,102326443,4001,"+","chr5:102323763-102325124",0,"ZBTB1Peaks.bed","giID118","chr5:102323763-102325124","1",148,0,"no_overlap",NA,NA,"GIN1",131412
"chr5",107005124,107009124,4001,"+","chr5:107005650-107008599",0,"ZBTB1Peaks.bed","giID111","chr5:107005650-107008599","1",372,0,"no_overlap",NA,NA,"EFNA5",-528
"chr5",108743682,108747682,4001,"+","chr5:108744085-108747279",0,"ZBTB1Peaks.bed","giID98","chr5:108744085-108747279","1",451,0,"no_overlap",NA,NA,"PJA2",13
